date,local,ndoc,noc
2021-01-01,Santarém,0,0
2021-01-01,Torres Vedras,0,0
2021-01-01,Cabo da Roca,0,0
2021-01-01,Lisboa/Geofísico,0,0
2021-01-01,Lisboa/Ajuda,0,0
2022-01-01,Monção,7,1
2022-01-01,Ponte de Lima,0,0
2022-01-01,Cabril,14,1
2022-01-01,Porto/Pedras Rubras,0,0
2022-01-01,Aveiro,0,0
2022-01-01,Anadia,0,0
2022-01-01,Coimbra,0,0
2022-01-01,São Pedro de Moel,0,0
2022-01-01,Alcobaça,0,0
2022-01-01,Cabo Carvoeiro,0,0
2022-01-01,Santarém,22,2
2022-01-01,Torres Vedras,0,0
2022-01-01,Cabo da Roca,0,0
2022-01-01,Lisboa/Geofísico,0,0
2022-01-01,Lisboa/Ajuda,7,1
2023-01-01,Monção,0,0
2023-01-01,Ponte de Lima,0,0
2023-01-01,Cabril,0,0
2023-01-01,Porto/Pedras Rubras,0,0
2023-01-01,Aveiro,0,0
2023-01-01,Anadia,0,0
2023-01-01,Coimbra,0,0
2023-01-01,São Pedro de Moel,0,0
2023-01-01,Alcobaça,0,0
2023-01-01,Cabo Carvoeiro,0,0
2023-01-01,Santarém,13,2
2023-01-01,Torres Vedras,13,2
2023-01-01,Cabo da Roca,0,0
2023-01-01,Lisboa/Geofísico,12,2
2023-01-01,Lisboa/Ajuda,12,2
2024-01-01,Monção,3,1
2024-01-01,Ponte de Lima,3,1
2024-01-01,Cabril,7,1
2024-01-01,Porto/Pedras Rubras,0,0
2024-01-01,Aveiro,0,0
2024-01-01,Anadia,0,0
2024-01-01,Coimbra,0,0
2024-01-01,São Pedro de Moel,0,0
2024-01-01,Alcobaça,0,0
2024-01-01,Cabo Carvoeiro,0,0
2024-01-01,Santarém,3,1
2024-01-01,Torres Vedras,4,1
2024-01-01,Cabo da Roca,0,0
2024-01-01,Lisboa/Geofísico,0,0
2024-01-01,Lisboa/Ajuda,0,0
2025-01-01,Monção,19,2
2025-01-01,Ponte de Lima,9,1
2025-01-01,Cabril,29,2
2025-01-01,Porto/Pedras Rubras,0,0
2025-01-01,Aveiro,0,0
2025-01-01,Anadia,9,1
2025-01-01,Coimbra,6,1
2025-01-01,São Pedro de Moel,0,0
2025-01-01,Alcobaça,0,0
2025-01-01,Cabo Carvoeiro,0,0
2025-01-01,Santarém,6,1
2025-01-01,Torres Vedras,0,0
2025-01-01,Cabo da Roca,0,0
2025-01-01,Lisboa/Geofísico,0,0
2025-01-01,Lisboa/Ajuda,1,1
1941-01-01,Alvega,,
1941-01-01,Portalegre,,
1941-01-01,Avis/Benavila,,
1941-01-01,Coruche,,
1941-01-01,Mora,,
1941-01-01,Elvas,0,0
1941-01-01,Pegões,0,0
1941-01-01,Setúbal,,
1941-01-01,Alcácer do Sal,0,0
1941-01-01,Amareleja,,
1941-01-01,Beja,0,0
1941-01-01,Alvalade,0,0
1941-01-01,Mértola,0,0
1941-01-01,Zambujeira,,
1941-01-01,Castro Verde/N. Corvo,,
1941-01-01,V. R. de Santo António,,
1941-01-01,Faro/Aeroporto,,
1941-01-01,Sagres,,
1942-01-01,Alvega,,
1942-01-01,Portalegre,6,1
1942-01-01,Avis/Benavila,,
1942-01-01,Coruche,,
1942-01-01,Mora,,
1942-01-01,Elvas,0,0
1942-01-01,Pegões,0,0
1942-01-01,Setúbal,,
1942-01-01,Alcácer do Sal,0,0
1942-01-01,Amareleja,,
1942-01-01,Beja,0,0
1942-01-01,Alvalade,0,0
1942-01-01,Mértola,0,0
1942-01-01,Zambujeira,,
1942-01-01,Castro Verde/N. Corvo,,
1942-01-01,V. R. de Santo António,,
1942-01-01,Faro/Aeroporto,,
1942-01-01,Sagres,,
1943-01-01,Alvega,,
1943-01-01,Portalegre,14,2
1943-01-01,Avis/Benavila,,
1943-01-01,Coruche,,
1943-01-01,Mora,,
1943-01-01,Elvas,6,1
1943-01-01,Pegões,13,1
1943-01-01,Setúbal,,
1943-01-01,Alcácer do Sal,0,0
1943-01-01,Amareleja,,
1943-01-01,Beja,0,0
1943-01-01,Alvalade,14,2
1943-01-01,Mértola,0,0
1943-01-01,Zambujeira,,
1943-01-01,Castro Verde/N. Corvo,,
1943-01-01,V. R. de Santo António,,
1943-01-01,Faro/Aeroporto,,
1943-01-01,Sagres,,
1944-01-01,Alvega,,
1944-01-01,Portalegre,0,0
1944-01-01,Avis/Benavila,,
1944-01-01,Coruche,,
1944-01-01,Mora,,
1944-01-01,Elvas,0,0
1944-01-01,Pegões,8,1
1944-01-01,Setúbal,,
1944-01-01,Alcácer do Sal,0,0
1944-01-01,Amareleja,,
1944-01-01,Beja,0,0
1944-01-01,Alvalade,0,0
1944-01-01,Mértola,0,0
1944-01-01,Zambujeira,,
1944-01-01,Castro Verde/N. Corvo,,
1944-01-01,V. R. de Santo António,,
1944-01-01,Faro/Aeroporto,,
1944-01-01,Sagres,,
1945-01-01,Alvega,,
1945-01-01,Portalegre,0,0
1945-01-01,Avis/Benavila,,
1945-01-01,Coruche,,
1945-01-01,Mora,,
1945-01-01,Elvas,0,0
1945-01-01,Pegões,6,1
1945-01-01,Setúbal,,
1945-01-01,Alcácer do Sal,0,0
1945-01-01,Amareleja,,
1945-01-01,Beja,0,0
1945-01-01,Alvalade,0,0
1945-01-01,Mértola,0,0
1945-01-01,Zambujeira,,
1945-01-01,Castro Verde/N. Corvo,,
1945-01-01,V. R. de Santo António,,
1945-01-01,Faro/Aeroporto,,
1945-01-01,Sagres,,
1946-01-01,Alvega,,
1946-01-01,Portalegre,0,0
1946-01-01,Avis/Benavila,,
1946-01-01,Coruche,,
1946-01-01,Mora,,
1946-01-01,Elvas,0,0
1946-01-01,Pegões,6,1
1946-01-01,Setúbal,,
1946-01-01,Alcácer do Sal,0,0
1946-01-01,Amareleja,,
1946-01-01,Beja,0,0
1946-01-01,Alvalade,7,1
1946-01-01,Mértola,0,0
1946-01-01,Zambujeira,,
1946-01-01,Castro Verde/N. Corvo,,
1946-01-01,V. R. de Santo António,,
1946-01-01,Faro/Aeroporto,,
1946-01-01,Sagres,,
1947-01-01,Alvega,,
1947-01-01,Portalegre,0,0
1947-01-01,Avis/Benavila,,
1947-01-01,Coruche,,
1947-01-01,Mora,,
1947-01-01,Elvas,0,0
1947-01-01,Pegões,0,0
1947-01-01,Setúbal,,
1947-01-01,Alcácer do Sal,0,0
1947-01-01,Amareleja,,
1947-01-01,Beja,0,0
1947-01-01,Alvalade,0,0
1947-01-01,Mértola,0,0
1947-01-01,Zambujeira,,
1947-01-01,Castro Verde/N. Corvo,,
1947-01-01,V. R. de Santo António,,
1947-01-01,Faro/Aeroporto,,
1947-01-01,Sagres,,
1948-01-01,Alvega,,
1948-01-01,Portalegre,8,1
1948-01-01,Avis/Benavila,,
1948-01-01,Coruche,,
1948-01-01,Mora,,
1948-01-01,Elvas,0,0
1948-01-01,Pegões,7,1
1948-01-01,Setúbal,,
1948-01-01,Alcácer do Sal,6,1
1948-01-01,Amareleja,,
1948-01-01,Beja,6,1
1948-01-01,Alvalade,6,1
1948-01-01,Mértola,0,0
1948-01-01,Zambujeira,,
1948-01-01,Castro Verde/N. Corvo,,
1948-01-01,V. R. de Santo António,,
1948-01-01,Faro/Aeroporto,,
1948-01-01,Sagres,,
1949-01-01,Alvega,22,3
1949-01-01,Portalegre,23,3
1949-01-01,Avis/Benavila,,
1949-01-01,Coruche,,
1949-01-01,Mora,,
1949-01-01,Elvas,0,0
1949-01-01,Pegões,7,1
1949-01-01,Setúbal,0,0
1949-01-01,Alcácer do Sal,0,0
1949-01-01,Amareleja,,
1949-01-01,Beja,0,0
1949-01-01,Alvalade,0,0
1949-01-01,Mértola,0,0
1949-01-01,Zambujeira,,
1949-01-01,Castro Verde/N. Corvo,,
1949-01-01,V. R. de Santo António,0,0
1949-01-01,Faro/Aeroporto,,
1949-01-01,Sagres,,
1950-01-01,Alvega,6,1
1950-01-01,Portalegre,0,0
1950-01-01,Avis/Benavila,,
1950-01-01,Coruche,,
1950-01-01,Mora,,
1950-01-01,Elvas,6,1
1950-01-01,Pegões,0,0
1950-01-01,Setúbal,0,0
1950-01-01,Alcácer do Sal,0,0
1950-01-01,Amareleja,,
1950-01-01,Beja,0,0
1950-01-01,Alvalade,0,0
1950-01-01,Mértola,0,0
1950-01-01,Zambujeira,,
1950-01-01,Castro Verde/N. Corvo,,
1950-01-01,V. R. de Santo António,0,0
1950-01-01,Faro/Aeroporto,,
1950-01-01,Sagres,,
1951-01-01,Alvega,8,1
1951-01-01,Portalegre,0,0
1951-01-01,Avis/Benavila,,
1951-01-01,Coruche,,
1951-01-01,Mora,,
1951-01-01,Elvas,0,0
1951-01-01,Pegões,0,0
1951-01-01,Setúbal,0,0
1951-01-01,Alcácer do Sal,0,0
1951-01-01,Amareleja,,
1951-01-01,Beja,0,0
1951-01-01,Alvalade,0,0
1951-01-01,Mértola,0,0
1951-01-01,Zambujeira,,
1951-01-01,Castro Verde/N. Corvo,,
1951-01-01,V. R. de Santo António,0,0
1951-01-01,Faro/Aeroporto,,
1951-01-01,Sagres,,
1952-01-01,Alvega,0,0
1952-01-01,Portalegre,0,0
1952-01-01,Avis/Benavila,,
1952-01-01,Coruche,,
1952-01-01,Mora,,
1952-01-01,Elvas,0,0
1952-01-01,Pegões,0,0
1952-01-01,Setúbal,0,0
1952-01-01,Alcácer do Sal,0,0
1952-01-01,Amareleja,,
1952-01-01,Beja,0,0
1952-01-01,Alvalade,0,0
1952-01-01,Mértola,0,0
1952-01-01,Zambujeira,,
1952-01-01,Castro Verde/N. Corvo,,
1952-01-01,V. R. de Santo António,0,0
1952-01-01,Faro/Aeroporto,,
1952-01-01,Sagres,0,0
1953-01-01,Alvega,0,0
1953-01-01,Portalegre,6,0
1953-01-01,Avis/Benavila,,
1953-01-01,Coruche,,
1953-01-01,Mora,,
1953-01-01,Elvas,0,0
1953-01-01,Pegões,2,1
1953-01-01,Setúbal,2,1
1953-01-01,Alcácer do Sal,2,1
1953-01-01,Amareleja,,
1953-01-01,Beja,2,1
1953-01-01,Alvalade,2,0
1953-01-01,Mértola,2,1
1953-01-01,Zambujeira,,
1953-01-01,Castro Verde/N. Corvo,,
1953-01-01,V. R. de Santo António,0,0
1953-01-01,Faro/Aeroporto,,
1953-01-01,Sagres,0,0
1954-01-01,Alvega,0,0
1954-01-01,Portalegre,0,0
1954-01-01,Avis/Benavila,,
1954-01-01,Coruche,,
1954-01-01,Mora,,
1954-01-01,Elvas,0,0
1954-01-01,Pegões,0,0
1954-01-01,Setúbal,0,0
1954-01-01,Alcácer do Sal,0,0
1954-01-01,Amareleja,,
1954-01-01,Beja,0,0
1954-01-01,Alvalade,0,0
1954-01-01,Mértola,0,0
1954-01-01,Zambujeira,,
1954-01-01,Castro Verde/N. Corvo,,
1954-01-01,V. R. de Santo António,0,0
1954-01-01,Faro/Aeroporto,,
1954-01-01,Sagres,0,0
1955-01-01,Alvega,0,0
1955-01-01,Portalegre,0,0
1955-01-01,Avis/Benavila,,
1955-01-01,Coruche,,
1955-01-01,Mora,,
1955-01-01,Elvas,0,0
1955-01-01,Pegões,0,0
1955-01-01,Setúbal,0,0
1955-01-01,Alcácer do Sal,0,0
1955-01-01,Amareleja,,
1955-01-01,Beja,0,0
1955-01-01,Alvalade,0,0
1955-01-01,Mértola,0,0
1955-01-01,Zambujeira,,
1955-01-01,Castro Verde/N. Corvo,,
1955-01-01,V. R. de Santo António,0,0
1955-01-01,Faro/Aeroporto,,
1955-01-01,Sagres,0,0
1956-01-01,Alvega,0,0
1956-01-01,Portalegre,0,0
1956-01-01,Avis/Benavila,0,0
1956-01-01,Coruche,,
1956-01-01,Mora,,
1956-01-01,Elvas,0,0
1956-01-01,Pegões,0,0
1956-01-01,Setúbal,0,0
1956-01-01,Alcácer do Sal,0,0
1956-01-01,Amareleja,,
1956-01-01,Beja,0,0
1956-01-01,Alvalade,0,0
1956-01-01,Mértola,0,0
1956-01-01,Zambujeira,,
1956-01-01,Castro Verde/N. Corvo,,
1956-01-01,V. R. de Santo António,0,0
1956-01-01,Faro/Aeroporto,,
1956-01-01,Sagres,0,0
1957-01-01,Alvega,0,0
1957-01-01,Portalegre,0,0
1957-01-01,Avis/Benavila,0,0
1957-01-01,Coruche,,
1957-01-01,Mora,,
1957-01-01,Elvas,0,0
1957-01-01,Pegões,0,0
1957-01-01,Setúbal,0,0
1957-01-01,Alcácer do Sal,0,0
1957-01-01,Amareleja,,
1957-01-01,Beja,0,0
1957-01-01,Alvalade,0,0
1957-01-01,Mértola,0,0
1957-01-01,Zambujeira,,
1957-01-01,Castro Verde/N. Corvo,,
1957-01-01,V. R. de Santo António,0,0
1957-01-01,Faro/Aeroporto,,
1957-01-01,Sagres,0,0
1958-01-01,Alvega,0,0
1958-01-01,Portalegre,0,0
1958-01-01,Avis/Benavila,0,0
1958-01-01,Coruche,,
1958-01-01,Mora,,
1958-01-01,Elvas,0,0
1958-01-01,Pegões,0,0
1958-01-01,Setúbal,0,0
1958-01-01,Alcácer do Sal,0,0
1958-01-01,Amareleja,,
1958-01-01,Beja,0,0
1958-01-01,Alvalade,0,0
1958-01-01,Mértola,0,0
1958-01-01,Zambujeira,,
1958-01-01,Castro Verde/N. Corvo,,
1958-01-01,V. R. de Santo António,0,0
1958-01-01,Faro/Aeroporto,,
1958-01-01,Sagres,0,0
1959-01-01,Alvega,0,0
1959-01-01,Portalegre,0,0
1959-01-01,Avis/Benavila,0,0
1959-01-01,Coruche,,
1959-01-01,Mora,,
1959-01-01,Elvas,0,0
1959-01-01,Pegões,0,0
1959-01-01,Setúbal,0,0
1959-01-01,Alcácer do Sal,0,0
1959-01-01,Amareleja,,
1959-01-01,Beja,0,0
1959-01-01,Alvalade,0,0
1959-01-01,Mértola,0,0
1959-01-01,Zambujeira,,
1959-01-01,Castro Verde/N. Corvo,,
1959-01-01,V. R. de Santo António,0,0
1959-01-01,Faro/Aeroporto,,
1959-01-01,Sagres,0,0
1960-01-01,Alvega,0,0
1960-01-01,Portalegre,0,0
1960-01-01,Avis/Benavila,0,0
1960-01-01,Coruche,,
1960-01-01,Mora,,
1960-01-01,Elvas,0,0
1960-01-01,Pegões,0,0
1960-01-01,Setúbal,0,0
1960-01-01,Alcácer do Sal,0,0
1960-01-01,Amareleja,,
1960-01-01,Beja,0,0
1960-01-01,Alvalade,0,0
1960-01-01,Mértola,0,0
1960-01-01,Zambujeira,,
1960-01-01,Castro Verde/N. Corvo,,
1960-01-01,V. R. de Santo António,0,0
1960-01-01,Faro/Aeroporto,,
1960-01-01,Sagres,0,0
1961-01-01,Alvega,8,1
1961-01-01,Portalegre,0,0
1961-01-01,Avis/Benavila,7,1
1961-01-01,Coruche,,
1961-01-01,Mora,,
1961-01-01,Elvas,0,0
1961-01-01,Pegões,0,0
1961-01-01,Setúbal,0,0
1961-01-01,Alcácer do Sal,0,0
1961-01-01,Amareleja,,
1961-01-01,Beja,6,1
1961-01-01,Alvalade,0,0
1961-01-01,Mértola,0,0
1961-01-01,Zambujeira,,
1961-01-01,Castro Verde/N. Corvo,,
1961-01-01,V. R. de Santo António,0,0
1961-01-01,Faro/Aeroporto,,
1961-01-01,Sagres,0,0
1962-01-01,Alvega,7,1
1962-01-01,Portalegre,7,1
1962-01-01,Avis/Benavila,6,1
1962-01-01,Coruche,,
1962-01-01,Mora,,
1962-01-01,Elvas,0,0
1962-01-01,Pegões,6,1
1962-01-01,Setúbal,0,0
1962-01-01,Alcácer do Sal,0,0
1962-01-01,Amareleja,,
1962-01-01,Beja,0,0
1962-01-01,Alvalade,6,1
1962-01-01,Mértola,6,1
1962-01-01,Zambujeira,,
1962-01-01,Castro Verde/N. Corvo,,
1962-01-01,V. R. de Santo António,0,0
1962-01-01,Faro/Aeroporto,,
1962-01-01,Sagres,0,0
1963-01-01,Alvega,0,0
1963-01-01,Portalegre,0,0
1963-01-01,Avis/Benavila,0,0
1963-01-01,Coruche,,
1963-01-01,Mora,,
1963-01-01,Elvas,0,0
1963-01-01,Pegões,0,0
1963-01-01,Setúbal,0,0
1963-01-01,Alcácer do Sal,0,0
1963-01-01,Amareleja,0,0
1963-01-01,Beja,0,0
1963-01-01,Alvalade,0,0
1963-01-01,Mértola,0,0
1963-01-01,Zambujeira,,
1963-01-01,Castro Verde/N. Corvo,,
1963-01-01,V. R. de Santo António,0,0
1963-01-01,Faro/Aeroporto,,
1963-01-01,Sagres,0,0
1964-01-01,Alvega,0,0
1964-01-01,Portalegre,0,0
1964-01-01,Avis/Benavila,0,0
1964-01-01,Coruche,,
1964-01-01,Mora,,
1964-01-01,Elvas,0,0
1964-01-01,Pegões,0,0
1964-01-01,Setúbal,0,0
1964-01-01,Alcácer do Sal,0,0
1964-01-01,Amareleja,0,0
1964-01-01,Beja,0,0
1964-01-01,Alvalade,0,0
1964-01-01,Mértola,0,0
1964-01-01,Zambujeira,,
1964-01-01,Castro Verde/N. Corvo,,
1964-01-01,V. R. de Santo António,0,0
1964-01-01,Faro/Aeroporto,,
1964-01-01,Sagres,0,0
1965-01-01,Alvega,0,0
1965-01-01,Portalegre,0,0
1965-01-01,Avis/Benavila,0,0
1965-01-01,Coruche,,
1965-01-01,Mora,,
1965-01-01,Elvas,0,0
1965-01-01,Pegões,0,0
1965-01-01,Setúbal,0,0
1965-01-01,Alcácer do Sal,0,0
1965-01-01,Amareleja,0,0
1965-01-01,Beja,0,0
1965-01-01,Alvalade,0,0
1965-01-01,Mértola,0,0
1965-01-01,Zambujeira,,
1965-01-01,Castro Verde/N. Corvo,,
1965-01-01,V. R. de Santo António,0,0
1965-01-01,Faro/Aeroporto,0,0
1965-01-01,Sagres,0,0
1966-01-01,Alvega,7,1
1966-01-01,Portalegre,6,1
1966-01-01,Avis/Benavila,0,0
1966-01-01,Coruche,,
1966-01-01,Mora,,
1966-01-01,Elvas,0,0
1966-01-01,Pegões,0,0
1966-01-01,Setúbal,0,0
1966-01-01,Alcácer do Sal,0,0
1966-01-01,Amareleja,0,0
1966-01-01,Beja,0,0
1966-01-01,Alvalade,0,0
1966-01-01,Mértola,0,0
1966-01-01,Zambujeira,,
1966-01-01,Castro Verde/N. Corvo,,
1966-01-01,V. R. de Santo António,0,0
1966-01-01,Faro/Aeroporto,0,0
1966-01-01,Sagres,0,0
1967-01-01,Alvega,0,0
1967-01-01,Portalegre,0,0
1967-01-01,Avis/Benavila,0,0
1967-01-01,Coruche,,
1967-01-01,Mora,,
1967-01-01,Elvas,0,0
1967-01-01,Pegões,0,0
1967-01-01,Setúbal,0,0
1967-01-01,Alcácer do Sal,0,0
1967-01-01,Amareleja,0,0
1967-01-01,Beja,0,0
1967-01-01,Alvalade,0,0
1967-01-01,Mértola,0,0
1967-01-01,Zambujeira,,
1967-01-01,Castro Verde/N. Corvo,,
1967-01-01,V. R. de Santo António,0,0
1967-01-01,Faro/Aeroporto,0,0
1967-01-01,Sagres,0,0
1968-01-01,Alvega,0,0
1968-01-01,Portalegre,12,2
1968-01-01,Avis/Benavila,0,0
1968-01-01,Coruche,,
1968-01-01,Mora,,
1968-01-01,Elvas,0,0
1968-01-01,Pegões,6,1
1968-01-01,Setúbal,0,0
1968-01-01,Alcácer do Sal,0,0
1968-01-01,Amareleja,0,0
1968-01-01,Beja,6,1
1968-01-01,Alvalade,0,0
1968-01-01,Mértola,0,0
1968-01-01,Zambujeira,,
1968-01-01,Castro Verde/N. Corvo,,
1968-01-01,V. R. de Santo António,0,0
1968-01-01,Faro/Aeroporto,0,0
1968-01-01,Sagres,0,0
1969-01-01,Alvega,0,0
1969-01-01,Portalegre,8,1
1969-01-01,Avis/Benavila,0,0
1969-01-01,Coruche,,
1969-01-01,Mora,,
1969-01-01,Elvas,0,0
1969-01-01,Pegões,0,0
1969-01-01,Setúbal,0,0
1969-01-01,Alcácer do Sal,0,0
1969-01-01,Amareleja,0,0
1969-01-01,Beja,0,0
1969-01-01,Alvalade,0,0
1969-01-01,Mértola,0,0
1969-01-01,Zambujeira,,
1969-01-01,Castro Verde/N. Corvo,,
1969-01-01,V. R. de Santo António,0,0
1969-01-01,Faro/Aeroporto,0,0
1969-01-01,Sagres,0,0
1970-01-01,Alvega,0,0
1970-01-01,Portalegre,2,0
1970-01-01,Avis/Benavila,0,0
1970-01-01,Coruche,,
1970-01-01,Mora,,
1970-01-01,Elvas,0,0
1970-01-01,Pegões,0,0
1970-01-01,Setúbal,0,0
1970-01-01,Alcácer do Sal,0,0
1970-01-01,Amareleja,0,0
1970-01-01,Beja,0,0
1970-01-01,Alvalade,0,0
1970-01-01,Mértola,0,0
1970-01-01,Zambujeira,0,0
1970-01-01,Castro Verde/N. Corvo,,
1970-01-01,V. R. de Santo António,0,0
1970-01-01,Faro/Aeroporto,0,0
1970-01-01,Sagres,0,0
1971-01-01,Alvega,0,0
1971-01-01,Portalegre,0,0
1971-01-01,Avis/Benavila,0,0
1971-01-01,Coruche,,
1971-01-01,Mora,,
1971-01-01,Elvas,0,0
1971-01-01,Pegões,0,0
1971-01-01,Setúbal,0,0
1971-01-01,Alcácer do Sal,0,0
1971-01-01,Amareleja,0,0
1971-01-01,Beja,0,0
1971-01-01,Alvalade,0,0
1971-01-01,Mértola,0,0
1971-01-01,Zambujeira,0,0
1971-01-01,Castro Verde/N. Corvo,,
1971-01-01,V. R. de Santo António,0,0
1971-01-01,Faro/Aeroporto,0,0
1971-01-01,Sagres,0,0
1972-01-01,Alvega,0,0
1972-01-01,Portalegre,0,0
1972-01-01,Avis/Benavila,0,0
1972-01-01,Coruche,,
1972-01-01,Mora,,
1972-01-01,Elvas,0,0
1972-01-01,Pegões,0,0
1972-01-01,Setúbal,0,0
1972-01-01,Alcácer do Sal,0,0
1972-01-01,Amareleja,0,0
1972-01-01,Beja,0,0
1972-01-01,Alvalade,0,0
1972-01-01,Mértola,0,0
1972-01-01,Zambujeira,0,0
1972-01-01,Castro Verde/N. Corvo,,
1972-01-01,V. R. de Santo António,0,0
1972-01-01,Faro/Aeroporto,0,0
1972-01-01,Sagres,0,0
1973-01-01,Alvega,0,0
1973-01-01,Portalegre,0,0
1973-01-01,Avis/Benavila,0,0
1973-01-01,Coruche,,
1973-01-01,Mora,,
1973-01-01,Elvas,0,0
1973-01-01,Pegões,0,0
1973-01-01,Setúbal,0,0
1973-01-01,Alcácer do Sal,0,0
1973-01-01,Amareleja,0,0
1973-01-01,Beja,0,0
1973-01-01,Alvalade,0,0
1973-01-01,Mértola,0,0
1973-01-01,Zambujeira,0,0
1973-01-01,Castro Verde/N. Corvo,,
1973-01-01,V. R. de Santo António,0,0
1973-01-01,Faro/Aeroporto,0,0
1973-01-01,Sagres,0,0
1974-01-01,Alvega,0,0
1974-01-01,Portalegre,0,0
1974-01-01,Avis/Benavila,0,0
1974-01-01,Coruche,,
1974-01-01,Mora,,
1974-01-01,Elvas,0,0
1974-01-01,Pegões,0,0
1974-01-01,Setúbal,0,0
1974-01-01,Alcácer do Sal,0,0
1974-01-01,Amareleja,0,0
1974-01-01,Beja,0,0
1974-01-01,Alvalade,0,0
1974-01-01,Mértola,0,0
1974-01-01,Zambujeira,0,0
1974-01-01,Castro Verde/N. Corvo,,
1974-01-01,V. R. de Santo António,0,0
1974-01-01,Faro/Aeroporto,0,0
1974-01-01,Sagres,0,0
1975-01-01,Alvega,0,0
1975-01-01,Portalegre,0,0
1975-01-01,Avis/Benavila,0,0
1975-01-01,Coruche,,
1975-01-01,Mora,,
1975-01-01,Elvas,0,0
1975-01-01,Pegões,0,0
1975-01-01,Setúbal,0,0
1975-01-01,Alcácer do Sal,0,0
1975-01-01,Amareleja,0,0
1975-01-01,Beja,0,0
1975-01-01,Alvalade,0,0
1975-01-01,Mértola,0,0
1975-01-01,Zambujeira,0,0
1975-01-01,Castro Verde/N. Corvo,,
1975-01-01,V. R. de Santo António,0,0
1975-01-01,Faro/Aeroporto,0,0
1975-01-01,Sagres,0,0
1976-01-01,Alvega,0,0
1976-01-01,Portalegre,0,0
1976-01-01,Avis/Benavila,0,0
1976-01-01,Coruche,,
1976-01-01,Mora,,
1976-01-01,Elvas,0,0
1976-01-01,Pegões,0,0
1976-01-01,Setúbal,0,0
1976-01-01,Alcácer do Sal,0,0
1976-01-01,Amareleja,0,0
1976-01-01,Beja,0,0
1976-01-01,Alvalade,0,0
1976-01-01,Mértola,0,0
1976-01-01,Zambujeira,0,0
1976-01-01,Castro Verde/N. Corvo,,
1976-01-01,V. R. de Santo António,9,1
1976-01-01,Faro/Aeroporto,0,0
1976-01-01,Sagres,0,0
1977-01-01,Alvega,0,0
1977-01-01,Portalegre,0,0
1977-01-01,Avis/Benavila,0,0
1977-01-01,Coruche,,
1977-01-01,Mora,,
1977-01-01,Elvas,0,0
1977-01-01,Pegões,0,0
1977-01-01,Setúbal,0,0
1977-01-01,Alcácer do Sal,0,0
1977-01-01,Amareleja,0,0
1977-01-01,Beja,0,0
1977-01-01,Alvalade,0,0
1977-01-01,Mértola,0,0
1977-01-01,Zambujeira,0,0
1977-01-01,Castro Verde/N. Corvo,,
1977-01-01,V. R. de Santo António,0,0
1977-01-01,Faro/Aeroporto,0,0
1977-01-01,Sagres,0,0
1978-01-01,Alvega,0,0
1978-01-01,Portalegre,0,0
1978-01-01,Avis/Benavila,0,0
1978-01-01,Coruche,,
1978-01-01,Mora,,
1978-01-01,Elvas,0,0
1978-01-01,Pegões,0,0
1978-01-01,Setúbal,0,0
1978-01-01,Alcácer do Sal,0,0
1978-01-01,Amareleja,0,0
1978-01-01,Beja,0,0
1978-01-01,Alvalade,0,0
1978-01-01,Mértola,0,0
1978-01-01,Zambujeira,0,0
1978-01-01,Castro Verde/N. Corvo,,
1978-01-01,V. R. de Santo António,0,0
1978-01-01,Faro/Aeroporto,0,0
1978-01-01,Sagres,0,0
1979-01-01,Alvega,0,0
1979-01-01,Portalegre,0,0
1979-01-01,Avis/Benavila,0,0
1979-01-01,Coruche,,
1979-01-01,Mora,,
1979-01-01,Elvas,0,0
1979-01-01,Pegões,0,0
1979-01-01,Setúbal,0,0
1979-01-01,Alcácer do Sal,0,0
1979-01-01,Amareleja,0,0
1979-01-01,Beja,0,0
1979-01-01,Alvalade,0,0
1979-01-01,Mértola,0,0
1979-01-01,Zambujeira,0,0
1979-01-01,Castro Verde/N. Corvo,,
1979-01-01,V. R. de Santo António,0,0
1979-01-01,Faro/Aeroporto,0,0
1979-01-01,Sagres,0,0
1980-01-01,Alvega,0,0
1980-01-01,Portalegre,0,0
1980-01-01,Avis/Benavila,0,0
1980-01-01,Coruche,,
1980-01-01,Mora,0,0
1980-01-01,Elvas,0,0
1980-01-01,Pegões,0,0
1980-01-01,Setúbal,0,0
1980-01-01,Alcácer do Sal,0,0
1980-01-01,Amareleja,0,0
1980-01-01,Beja,0,0
1980-01-01,Alvalade,0,0
1980-01-01,Mértola,0,0
1980-01-01,Zambujeira,0,0
1980-01-01,Castro Verde/N. Corvo,,
1980-01-01,V. R. de Santo António,0,0
1980-01-01,Faro/Aeroporto,0,0
1980-01-01,Sagres,0,0
1981-01-01,Alvega,9,1
1981-01-01,Portalegre,10,1
1981-01-01,Avis/Benavila,9,1
1981-01-01,Coruche,8,1
1981-01-01,Mora,8,1
1981-01-01,Elvas,9,1
1981-01-01,Pegões,6,1
1981-01-01,Setúbal,7,1
1981-01-01,Alcácer do Sal,7,1
1981-01-01,Amareleja,9,1
1981-01-01,Beja,10,1
1981-01-01,Alvalade,9,1
1981-01-01,Mértola,9,1
1981-01-01,Zambujeira,0,0
1981-01-01,Castro Verde/N. Corvo,,
1981-01-01,V. R. de Santo António,0,0
1981-01-01,Faro/Aeroporto,0,0
1981-01-01,Sagres,0,0
1982-01-01,Alvega,0,0
1982-01-01,Portalegre,0,0
1982-01-01,Avis/Benavila,0,0
