date,local,ndoc,noc
1972-01-01,Santarém,,
1972-01-01,Torres Vedras,,
1972-01-01,Cabo da Roca,,
1972-01-01,Lisboa/Geofísico,0,0
1972-01-01,Lisboa/Ajuda,,
1973-01-01,Monção,0,0
1973-01-01,Ponte de Lima,,
1973-01-01,Cabril,,
1973-01-01,Porto/Pedras Rubras,0,0
1973-01-01,Aveiro,,
1973-01-01,Anadia,0,0
1973-01-01,Coimbra,0,0
1973-01-01,São Pedro de Moel,,
1973-01-01,Alcobaça,,
1973-01-01,Cabo Carvoeiro,0,0
1973-01-01,Santarém,,
1973-01-01,Torres Vedras,,
1973-01-01,Cabo da Roca,,
1973-01-01,Lisboa/Geofísico,0,0
1973-01-01,Lisboa/Ajuda,,
1974-01-01,Monção,0,0
1974-01-01,Ponte de Lima,,
1974-01-01,Cabril,,
1974-01-01,Porto/Pedras Rubras,6,1
1974-01-01,Aveiro,,
1974-01-01,Anadia,0,0
1974-01-01,Coimbra,0,0
1974-01-01,São Pedro de Moel,,
1974-01-01,Alcobaça,,
1974-01-01,Cabo Carvoeiro,0,0
1974-01-01,Santarém,,
1974-01-01,Torres Vedras,,
1974-01-01,Cabo da Roca,,
1974-01-01,Lisboa/Geofísico,0,0
1974-01-01,Lisboa/Ajuda,,
1975-01-01,Monção,0,0
1975-01-01,Ponte de Lima,,
1975-01-01,Cabril,,
1975-01-01,Porto/Pedras Rubras,0,0
1975-01-01,Aveiro,,
1975-01-01,Anadia,0,0
1975-01-01,Coimbra,0,0
1975-01-01,São Pedro de Moel,,
1975-01-01,Alcobaça,,
1975-01-01,Cabo Carvoeiro,0,0
1975-01-01,Santarém,,
1975-01-01,Torres Vedras,,
1975-01-01,Cabo da Roca,,
1975-01-01,Lisboa/Geofísico,0,0
1975-01-01,Lisboa/Ajuda,,
1976-01-01,Monção,0,0
1976-01-01,Ponte de Lima,,
1976-01-01,Cabril,,
1976-01-01,Porto/Pedras Rubras,0,0
1976-01-01,Aveiro,,
1976-01-01,Anadia,0,0
1976-01-01,Coimbra,0,0
1976-01-01,São Pedro de Moel,,
1976-01-01,Alcobaça,,
1976-01-01,Cabo Carvoeiro,0,0
1976-01-01,Santarém,,
1976-01-01,Torres Vedras,,
1976-01-01,Cabo da Roca,,
1976-01-01,Lisboa/Geofísico,0,0
1976-01-01,Lisboa/Ajuda,,
1977-01-01,Monção,0,0
1977-01-01,Ponte de Lima,,
1977-01-01,Cabril,,
1977-01-01,Porto/Pedras Rubras,0,0
1977-01-01,Aveiro,,
1977-01-01,Anadia,0,0
1977-01-01,Coimbra,0,0
1977-01-01,São Pedro de Moel,,
1977-01-01,Alcobaça,,
1977-01-01,Cabo Carvoeiro,0,0
1977-01-01,Santarém,,
1977-01-01,Torres Vedras,,
1977-01-01,Cabo da Roca,,
1977-01-01,Lisboa/Geofísico,0,0
1977-01-01,Lisboa/Ajuda,,
1978-01-01,Monção,0,0
1978-01-01,Ponte de Lima,,
1978-01-01,Cabril,,
1978-01-01,Porto/Pedras Rubras,0,0
1978-01-01,Aveiro,,
1978-01-01,Anadia,0,0
1978-01-01,Coimbra,0,0
1978-01-01,São Pedro de Moel,,
1978-01-01,Alcobaça,0,0
1978-01-01,Cabo Carvoeiro,0,0
1978-01-01,Santarém,,
1978-01-01,Torres Vedras,,
1978-01-01,Cabo da Roca,,
1978-01-01,Lisboa/Geofísico,0,0
1978-01-01,Lisboa/Ajuda,,
1979-01-01,Monção,0,0
1979-01-01,Ponte de Lima,,
1979-01-01,Cabril,,
1979-01-01,Porto/Pedras Rubras,0,0
1979-01-01,Aveiro,,
1979-01-01,Anadia,0,0
1979-01-01,Coimbra,0,0
1979-01-01,São Pedro de Moel,,
1979-01-01,Alcobaça,0,0
1979-01-01,Cabo Carvoeiro,0,0
1979-01-01,Santarém,,
1979-01-01,Torres Vedras,,
1979-01-01,Cabo da Roca,,
1979-01-01,Lisboa/Geofísico,0,0
1979-01-01,Lisboa/Ajuda,,
1980-01-01,Monção,0,0
1980-01-01,Ponte de Lima,,
1980-01-01,Cabril,,
1980-01-01,Porto/Pedras Rubras,0,0
1980-01-01,Aveiro,,
1980-01-01,Anadia,0,0
1980-01-01,Coimbra,0,0
1980-01-01,São Pedro de Moel,0,0
1980-01-01,Alcobaça,0,0
1980-01-01,Cabo Carvoeiro,0,0
1980-01-01,Santarém,0,0
1980-01-01,Torres Vedras,0,0
1980-01-01,Cabo da Roca,0,0
1980-01-01,Lisboa/Geofísico,0,0
1980-01-01,Lisboa/Ajuda,0,0
1981-01-01,Monção,0,0
1981-01-01,Ponte de Lima,10,1
1981-01-01,Cabril,7,1
1981-01-01,Porto/Pedras Rubras,8,1
1981-01-01,Aveiro,7,1
1981-01-01,Anadia,9,1
1981-01-01,Coimbra,9,1
1981-01-01,São Pedro de Moel,0,0
1981-01-01,Alcobaça,7,1
1981-01-01,Cabo Carvoeiro,0,0
1981-01-01,Santarém,9,1
1981-01-01,Torres Vedras,8,1
1981-01-01,Cabo da Roca,7,1
1981-01-01,Lisboa/Geofísico,6,1
1981-01-01,Lisboa/Ajuda,6,1
1982-01-01,Monção,0,0
1982-01-01,Ponte de Lima,0,0
1982-01-01,Cabril,0,0
1982-01-01,Porto/Pedras Rubras,0,0
1982-01-01,Aveiro,0,0
1982-01-01,Anadia,0,0
1982-01-01,Coimbra,0,0
1982-01-01,São Pedro de Moel,0,0
1982-01-01,Alcobaça,0,0
1982-01-01,Cabo Carvoeiro,0,0
1982-01-01,Santarém,0,0
1982-01-01,Torres Vedras,0,0
1982-01-01,Cabo da Roca,0,0
1982-01-01,Lisboa/Geofísico,0,0
1982-01-01,Lisboa/Ajuda,0,0
1983-01-01,Monção,0,0
1983-01-01,Ponte de Lima,0,0
1983-01-01,Cabril,0,0
1983-01-01,Porto/Pedras Rubras,0,0
1983-01-01,Aveiro,0,0
1983-01-01,Anadia,0,0
1983-01-01,Coimbra,0,0
1983-01-01,São Pedro de Moel,0,0
1983-01-01,Alcobaça,0,0
1983-01-01,Cabo Carvoeiro,0,0
1983-01-01,Santarém,0,0
1983-01-01,Torres Vedras,0,0
1983-01-01,Cabo da Roca,0,0
1983-01-01,Lisboa/Geofísico,0,0
1983-01-01,Lisboa/Ajuda,0,0
1984-01-01,Monção,0,0
1984-01-01,Ponte de Lima,0,0
1984-01-01,Cabril,0,0
1984-01-01,Porto/Pedras Rubras,0,0
1984-01-01,Aveiro,0,0
1984-01-01,Anadia,0,0
1984-01-01,Coimbra,0,0
1984-01-01,São Pedro de Moel,0,0
1984-01-01,Alcobaça,0,0
1984-01-01,Cabo Carvoeiro,0,0
1984-01-01,Santarém,0,0
1984-01-01,Torres Vedras,0,0
1984-01-01,Cabo da Roca,0,0
1984-01-01,Lisboa/Geofísico,0,0
1984-01-01,Lisboa/Ajuda,0,0
1985-01-01,Monção,0,0
1985-01-01,Ponte de Lima,0,0
1985-01-01,Cabril,0,0
1985-01-01,Porto/Pedras Rubras,0,0
1985-01-01,Aveiro,0,0
1985-01-01,Anadia,0,0
1985-01-01,Coimbra,0,0
1985-01-01,São Pedro de Moel,0,0
1985-01-01,Alcobaça,0,0
1985-01-01,Cabo Carvoeiro,0,0
1985-01-01,Santarém,0,0
1985-01-01,Torres Vedras,0,0
1985-01-01,Cabo da Roca,0,0
1985-01-01,Lisboa/Geofísico,0,0
1985-01-01,Lisboa/Ajuda,0,0
1986-01-01,Monção,0,0
1986-01-01,Ponte de Lima,0,0
1986-01-01,Cabril,0,0
1986-01-01,Porto/Pedras Rubras,0,0
1986-01-01,Aveiro,0,0
1986-01-01,Anadia,0,0
1986-01-01,Coimbra,0,0
1986-01-01,São Pedro de Moel,0,0
1986-01-01,Alcobaça,0,0
1986-01-01,Cabo Carvoeiro,0,0
1986-01-01,Santarém,0,0
1986-01-01,Torres Vedras,5,1
1986-01-01,Cabo da Roca,0,0
1986-01-01,Lisboa/Geofísico,0,0
1986-01-01,Lisboa/Ajuda,0,0
1987-01-01,Monção,8,1
1987-01-01,Ponte de Lima,0,0
1987-01-01,Cabril,8,1
1987-01-01,Porto/Pedras Rubras,0,0
1987-01-01,Aveiro,0,0
1987-01-01,Anadia,0,0
1987-01-01,Coimbra,0,0
1987-01-01,São Pedro de Moel,0,0
1987-01-01,Alcobaça,0,0
1987-01-01,Cabo Carvoeiro,0,0
1987-01-01,Santarém,0,0
1987-01-01,Torres Vedras,0,0
1987-01-01,Cabo da Roca,0,0
1987-01-01,Lisboa/Geofísico,0,0
1987-01-01,Lisboa/Ajuda,7,1
1988-01-01,Monção,0,0
1988-01-01,Ponte de Lima,0,0
1988-01-01,Cabril,0,0
1988-01-01,Porto/Pedras Rubras,0,0
1988-01-01,Aveiro,0,0
1988-01-01,Anadia,0,0
1988-01-01,Coimbra,0,0
1988-01-01,São Pedro de Moel,0,0
1988-01-01,Alcobaça,0,0
1988-01-01,Cabo Carvoeiro,0,0
1988-01-01,Santarém,0,0
1988-01-01,Torres Vedras,0,0
1988-01-01,Cabo da Roca,0,0
1988-01-01,Lisboa/Geofísico,0,0
1988-01-01,Lisboa/Ajuda,0,0
1989-01-01,Monção,7,1
1989-01-01,Ponte de Lima,0,0
1989-01-01,Cabril,8,1
1989-01-01,Porto/Pedras Rubras,0,0
1989-01-01,Aveiro,0,0
1989-01-01,Anadia,7,1
1989-01-01,Coimbra,8,1
1989-01-01,São Pedro de Moel,0,0
1989-01-01,Alcobaça,6,1
1989-01-01,Cabo Carvoeiro,0,0
1989-01-01,Santarém,7,1
1989-01-01,Torres Vedras,7,1
1989-01-01,Cabo da Roca,0,0
1989-01-01,Lisboa/Geofísico,0,0
1989-01-01,Lisboa/Ajuda,0,0
1990-01-01,Monção,9,1
1990-01-01,Ponte de Lima,9,1
1990-01-01,Cabril,6,1
1990-01-01,Porto/Pedras Rubras,0,0
1990-01-01,Aveiro,6,1
1990-01-01,Anadia,0,0
1990-01-01,Coimbra,0,0
1990-01-01,São Pedro de Moel,0,0
1990-01-01,Alcobaça,2,1
1990-01-01,Cabo Carvoeiro,0,0
1990-01-01,Santarém,34,4
1990-01-01,Torres Vedras,0,0
1990-01-01,Cabo da Roca,0,0
1990-01-01,Lisboa/Geofísico,0,0
1990-01-01,Lisboa/Ajuda,0,0
1991-01-01,Monção,8,1
1991-01-01,Ponte de Lima,0,0
1991-01-01,Cabril,0,0
1991-01-01,Porto/Pedras Rubras,0,0
1991-01-01,Aveiro,0,0
1991-01-01,Anadia,0,0
1991-01-01,Coimbra,0,0
1991-01-01,São Pedro de Moel,0,0
1991-01-01,Alcobaça,0,0
1991-01-01,Cabo Carvoeiro,0,0
1991-01-01,Santarém,16,2
1991-01-01,Torres Vedras,0,0
1991-01-01,Cabo da Roca,0,0
1991-01-01,Lisboa/Geofísico,6,1
1991-01-01,Lisboa/Ajuda,6,1
1992-01-01,Monção,0,0
1992-01-01,Ponte de Lima,0,0
1992-01-01,Cabril,0,0
1992-01-01,Porto/Pedras Rubras,0,0
1992-01-01,Aveiro,0,0
1992-01-01,Anadia,0,0
1992-01-01,Coimbra,0,0
1992-01-01,São Pedro de Moel,0,0
1992-01-01,Alcobaça,0,0
1992-01-01,Cabo Carvoeiro,0,0
1992-01-01,Santarém,0,0
1992-01-01,Torres Vedras,0,0
1992-01-01,Cabo da Roca,0,0
1992-01-01,Lisboa/Geofísico,0,0
1992-01-01,Lisboa/Ajuda,0,0
1993-01-01,Monção,0,0
1993-01-01,Ponte de Lima,0,0
1993-01-01,Cabril,0,0
1993-01-01,Porto/Pedras Rubras,0,0
1993-01-01,Aveiro,0,0
1993-01-01,Anadia,0,0
1993-01-01,Coimbra,0,0
1993-01-01,São Pedro de Moel,0,0
1993-01-01,Alcobaça,0,0
1993-01-01,Cabo Carvoeiro,0,0
1993-01-01,Santarém,0,0
1993-01-01,Torres Vedras,0,0
1993-01-01,Cabo da Roca,0,0
1993-01-01,Lisboa/Geofísico,0,0
1993-01-01,Lisboa/Ajuda,0,0
1994-01-01,Monção,0,0
1994-01-01,Ponte de Lima,0,0
1994-01-01,Cabril,0,0
1994-01-01,Porto/Pedras Rubras,0,0
1994-01-01,Aveiro,0,0
1994-01-01,Anadia,0,0
1994-01-01,Coimbra,0,0
1994-01-01,São Pedro de Moel,6,1
1994-01-01,Alcobaça,0,0
1994-01-01,Cabo Carvoeiro,0,0
1994-01-01,Santarém,0,0
1994-01-01,Torres Vedras,0,0
1994-01-01,Cabo da Roca,0,0
1994-01-01,Lisboa/Geofísico,0,0
1994-01-01,Lisboa/Ajuda,0,0
1995-01-01,Monção,0,0
1995-01-01,Ponte de Lima,9,1
1995-01-01,Cabril,0,0
1995-01-01,Porto/Pedras Rubras,8,1
1995-01-01,Aveiro,0,0
1995-01-01,Anadia,8,1
1995-01-01,Coimbra,8,1
1995-01-01,São Pedro de Moel,0,0
1995-01-01,Alcobaça,0,0
1995-01-01,Cabo Carvoeiro,0,0
1995-01-01,Santarém,7,1
1995-01-01,Torres Vedras,7,1
1995-01-01,Cabo da Roca,0,0
1995-01-01,Lisboa/Geofísico,6,1
1995-01-01,Lisboa/Ajuda,0,0
1996-01-01,Monção,0,0
1996-01-01,Ponte de Lima,0,0
1996-01-01,Cabril,0,0
1996-01-01,Porto/Pedras Rubras,0,0
1996-01-01,Aveiro,0,0
1996-01-01,Anadia,0,0
1996-01-01,Coimbra,0,0
1996-01-01,São Pedro de Moel,0,0
1996-01-01,Alcobaça,0,0
1996-01-01,Cabo Carvoeiro,0,0
1996-01-01,Santarém,0,0
1996-01-01,Torres Vedras,0,0
1996-01-01,Cabo da Roca,0,0
1996-01-01,Lisboa/Geofísico,0,0
1996-01-01,Lisboa/Ajuda,0,0
1997-01-01,Monção,0,0
1997-01-01,Ponte de Lima,0,0
1997-01-01,Cabril,0,0
1997-01-01,Porto/Pedras Rubras,0,0
1997-01-01,Aveiro,0,0
1997-01-01,Anadia,0,0
1997-01-01,Coimbra,0,0
1997-01-01,São Pedro de Moel,0,0
1997-01-01,Alcobaça,0,0
1997-01-01,Cabo Carvoeiro,0,0
1997-01-01,Santarém,0,0
1997-01-01,Torres Vedras,0,0
1997-01-01,Cabo da Roca,0,0
1997-01-01,Lisboa/Geofísico,0,0
1997-01-01,Lisboa/Ajuda,0,0
1998-01-01,Monção,0,0
1998-01-01,Ponte de Lima,0,0
1998-01-01,Cabril,15,2
1998-01-01,Porto/Pedras Rubras,0,0
1998-01-01,Aveiro,0,0
1998-01-01,Anadia,0,0
1998-01-01,Coimbra,0,0
1998-01-01,São Pedro de Moel,0,0
1998-01-01,Alcobaça,0,0
1998-01-01,Cabo Carvoeiro,0,0
1998-01-01,Santarém,8,1
1998-01-01,Torres Vedras,8,1
1998-01-01,Cabo da Roca,0,0
1998-01-01,Lisboa/Geofísico,0,0
1998-01-01,Lisboa/Ajuda,0,0
1999-01-01,Monção,0,0
1999-01-01,Ponte de Lima,0,0
1999-01-01,Cabril,0,0
1999-01-01,Porto/Pedras Rubras,0,0
1999-01-01,Aveiro,0,0
1999-01-01,Anadia,0,0
1999-01-01,Coimbra,0,0
1999-01-01,São Pedro de Moel,0,0
1999-01-01,Alcobaça,0,0
1999-01-01,Cabo Carvoeiro,0,0
1999-01-01,Santarém,0,0
1999-01-01,Torres Vedras,0,0
1999-01-01,Cabo da Roca,0,0
1999-01-01,Lisboa/Geofísico,0,0
1999-01-01,Lisboa/Ajuda,0,0
2000-01-01,Monção,0,0
2000-01-01,Ponte de Lima,0,0
2000-01-01,Cabril,0,0
2000-01-01,Porto/Pedras Rubras,0,0
2000-01-01,Aveiro,0,0
2000-01-01,Anadia,0,0
2000-01-01,Coimbra,0,0
2000-01-01,São Pedro de Moel,0,0
2000-01-01,Alcobaça,0,0
2000-01-01,Cabo Carvoeiro,0,0
2000-01-01,Santarém,0,0
2000-01-01,Torres Vedras,0,0
2000-01-01,Cabo da Roca,0,0
2000-01-01,Lisboa/Geofísico,0,0
2000-01-01,Lisboa/Ajuda,0,0
2001-01-01,Monção,2,0
2001-01-01,Ponte de Lima,1,0
2001-01-01,Cabril,2,0
2001-01-01,Porto/Pedras Rubras,0,0
2001-01-01,Aveiro,0,0
2001-01-01,Anadia,0,0
2001-01-01,Coimbra,1,0
2001-01-01,São Pedro de Moel,0,0
2001-01-01,Alcobaça,0,0
2001-01-01,Cabo Carvoeiro,0,0
2001-01-01,Santarém,2,0
2001-01-01,Torres Vedras,1,0
2001-01-01,Cabo da Roca,0,0
2001-01-01,Lisboa/Geofísico,1,0
2001-01-01,Lisboa/Ajuda,0,0
2002-01-01,Monção,0,0
2002-01-01,Ponte de Lima,0,0
2002-01-01,Cabril,0,0
2002-01-01,Porto/Pedras Rubras,0,0
2002-01-01,Aveiro,0,0
2002-01-01,Anadia,0,0
2002-01-01,Coimbra,0,0
2002-01-01,São Pedro de Moel,0,0
2002-01-01,Alcobaça,0,0
2002-01-01,Cabo Carvoeiro,0,0
2002-01-01,Santarém,0,0
2002-01-01,Torres Vedras,0,0
2002-01-01,Cabo da Roca,0,0
2002-01-01,Lisboa/Geofísico,0,0
2002-01-01,Lisboa/Ajuda,0,0
2003-01-01,Monção,9,1
2003-01-01,Ponte de Lima,0,0
2003-01-01,Cabril,9,1
2003-01-01,Porto/Pedras Rubras,0,0
2003-01-01,Aveiro,0,0
2003-01-01,Anadia,0,0
2003-01-01,Coimbra,6,1
2003-01-01,São Pedro de Moel,0,0
2003-01-01,Alcobaça,6,1
2003-01-01,Cabo Carvoeiro,0,0
2003-01-01,Santarém,9,1
2003-01-01,Torres Vedras,0,0
2003-01-01,Cabo da Roca,0,0
2003-01-01,Lisboa/Geofísico,0,0
2003-01-01,Lisboa/Ajuda,9,1
2004-01-01,Monção,0,0
2004-01-01,Ponte de Lima,0,0
2004-01-01,Cabril,0,0
2004-01-01,Porto/Pedras Rubras,0,0
2004-01-01,Aveiro,0,0
2004-01-01,Anadia,0,0
2004-01-01,Coimbra,0,0
2004-01-01,São Pedro de Moel,0,0
2004-01-01,Alcobaça,0,0
2004-01-01,Cabo Carvoeiro,0,0
2004-01-01,Santarém,0,0
2004-01-01,Torres Vedras,0,0
2004-01-01,Cabo da Roca,0,0
2004-01-01,Lisboa/Geofísico,0,0
2004-01-01,Lisboa/Ajuda,0,0
2005-01-01,Monção,6,1
2005-01-01,Ponte de Lima,0,0
2005-01-01,Cabril,13,2
2005-01-01,Porto/Pedras Rubras,0,0
2005-01-01,Aveiro,0,0
2005-01-01,Anadia,0,0
2005-01-01,Coimbra,0,0
2005-01-01,São Pedro de Moel,0,0
2005-01-01,Alcobaça,0,0
2005-01-01,Cabo Carvoeiro,0,0
2005-01-01,Santarém,6,1
2005-01-01,Torres Vedras,0,0
2005-01-01,Cabo da Roca,0,0
2005-01-01,Lisboa/Geofísico,0,0
2005-01-01,Lisboa/Ajuda,0,0
2006-01-01,Monção,23,3
2006-01-01,Ponte de Lima,8,1
2006-01-01,Cabril,16,2
2006-01-01,Porto/Pedras Rubras,17,2
2006-01-01,Aveiro,14,2
2006-01-01,Anadia,23,3
2006-01-01,Coimbra,21,3
2006-01-01,São Pedro de Moel,0,0
2006-01-01,Alcobaça,6,1
2006-01-01,Cabo Carvoeiro,0,0
2006-01-01,Santarém,20,3
2006-01-01,Torres Vedras,12,2
2006-01-01,Cabo da Roca,0,0
2006-01-01,Lisboa/Geofísico,0,0
2006-01-01,Lisboa/Ajuda,0,0
2007-01-01,Monção,0,0
2007-01-01,Ponte de Lima,0,0
2007-01-01,Cabril,0,0
2007-01-01,Porto/Pedras Rubras,0,0
2007-01-01,Aveiro,0,0
2007-01-01,Anadia,0,0
2007-01-01,Coimbra,0,0
2007-01-01,São Pedro de Moel,0,0
2007-01-01,Alcobaça,0,0
2007-01-01,Cabo Carvoeiro,0,0
2007-01-01,Santarém,0,0
2007-01-01,Torres Vedras,0,0
2007-01-01,Cabo da Roca,0,0
2007-01-01,Lisboa/Geofísico,0,0
2007-01-01,Lisboa/Ajuda,0,0
2008-01-01,Monção,0,0
2008-01-01,Ponte de Lima,0,0
2008-01-01,Cabril,0,0
2008-01-01,Porto/Pedras Rubras,0,0
2008-01-01,Aveiro,0,0
2008-01-01,Anadia,0,0
2008-01-01,Coimbra,0,0
2008-01-01,São Pedro de Moel,0,0
2008-01-01,Alcobaça,0,0
2008-01-01,Cabo Carvoeiro,0,0
2008-01-01,Santarém,0,0
2008-01-01,Torres Vedras,0,0
2008-01-01,Cabo da Roca,0,0
2008-01-01,Lisboa/Geofísico,0,0
2008-01-01,Lisboa/Ajuda,0,0
2009-01-01,Monção,2,1
2009-01-01,Ponte de Lima,1,1
2009-01-01,Cabril,2,1
2009-01-01,Porto/Pedras Rubras,0,0
2009-01-01,Aveiro,0,0
2009-01-01,Anadia,1,1
2009-01-01,Coimbra,2,1
2009-01-01,São Pedro de Moel,0,0
2009-01-01,Alcobaça,0,0
2009-01-01,Cabo Carvoeiro,0,0
2009-01-01,Santarém,1,1
2009-01-01,Torres Vedras,0,0
2009-01-01,Cabo da Roca,0,0
2009-01-01,Lisboa/Geofísico,0,0
2009-01-01,Lisboa/Ajuda,0,0
2010-01-01,Monção,7,1
2010-01-01,Ponte de Lima,7,1
2010-01-01,Cabril,14,2
2010-01-01,Porto/Pedras Rubras,0,0
2010-01-01,Aveiro,0,0
2010-01-01,Anadia,0,0
2010-01-01,Coimbra,0,0
2010-01-01,São Pedro de Moel,0,0
2010-01-01,Alcobaça,0,0
2010-01-01,Cabo Carvoeiro,0,0
2010-01-01,Santarém,0,0
2010-01-01,Torres Vedras,0,0
2010-01-01,Cabo da Roca,0,0
2010-01-01,Lisboa/Geofísico,0,0
2010-01-01,Lisboa/Ajuda,0,0
2011-01-01,Monção,0,0
2011-01-01,Ponte de Lima,0,0
2011-01-01,Cabril,0,0
2011-01-01,Porto/Pedras Rubras,0,0
2011-01-01,Aveiro,0,0
2011-01-01,Anadia,0,0
2011-01-01,Coimbra,0,0
2011-01-01,São Pedro de Moel,0,0
2011-01-01,Alcobaça,0,0
2011-01-01,Cabo Carvoeiro,0,0
2011-01-01,Santarém,0,0
2011-01-01,Torres Vedras,0,0
2011-01-01,Cabo da Roca,0,0
2011-01-01,Lisboa/Geofísico,0,0
2011-01-01,Lisboa/Ajuda,0,0
2012-01-01,Monção,0,0
2012-01-01,Ponte de Lima,0,0
2012-01-01,Cabril,0,0
2012-01-01,Porto/Pedras Rubras,0,0
2012-01-01,Aveiro,0,0
2012-01-01,Anadia,0,0
2012-01-01,Coimbra,0,0
2012-01-01,São Pedro de Moel,0,0
2012-01-01,Alcobaça,1,0
2012-01-01,Cabo Carvoeiro,0,0
2012-01-01,Santarém,0,0
2012-01-01,Torres Vedras,1,0
2012-01-01,Cabo da Roca,0,0
2012-01-01,Lisboa/Geofísico,0,0
2012-01-01,Lisboa/Ajuda,0,0
2013-01-01,Monção,6,1
2013-01-01,Ponte de Lima,13,2
2013-01-01,Cabril,19,2
2013-01-01,Porto/Pedras Rubras,17,2
2013-01-01,Aveiro,6,1
2013-01-01,Anadia,13,2
2013-01-01,Coimbra,14,2
2013-01-01,São Pedro de Moel,0,0
2013-01-01,Alcobaça,13,2
2013-01-01,Cabo Carvoeiro,0,0
2013-01-01,Santarém,14,2
2013-01-01,Torres Vedras,15,2
2013-01-01,Cabo da Roca,13,2
2013-01-01,Lisboa/Geofísico,8,1
2013-01-01,Lisboa/Ajuda,0,0
2014-01-01,Monção,0,0
2014-01-01,Ponte de Lima,0,0
2014-01-01,Cabril,0,0
2014-01-01,Porto/Pedras Rubras,6,1
2014-01-01,Aveiro,0,0
2014-01-01,Anadia,0,0
2014-01-01,Coimbra,0,0
2014-01-01,São Pedro de Moel,0,0
2014-01-01,Alcobaça,0,0
2014-01-01,Cabo Carvoeiro,0,0
2014-01-01,Santarém,0,0
2014-01-01,Torres Vedras,0,0
2014-01-01,Cabo da Roca,0,0
2014-01-01,Lisboa/Geofísico,0,0
2014-01-01,Lisboa/Ajuda,0,0
2015-01-01,Monção,0,0
2015-01-01,Ponte de Lima,0,0
2015-01-01,Cabril,8,1
2015-01-01,Porto/Pedras Rubras,0,0
2015-01-01,Aveiro,0,0
2015-01-01,Anadia,0,0
2015-01-01,Coimbra,0,0
2015-01-01,São Pedro de Moel,0,0
2015-01-01,Alcobaça,0,0
2015-01-01,Cabo Carvoeiro,0,0
2015-01-01,Santarém,0,0
2015-01-01,Torres Vedras,0,0
2015-01-01,Cabo da Roca,0,0
2015-01-01,Lisboa/Geofísico,0,0
2015-01-01,Lisboa/Ajuda,7,1
2016-01-01,Monção,0,0
2016-01-01,Ponte de Lima,0,0
2016-01-01,Cabril,16,2
2016-01-01,Porto/Pedras Rubras,0,0
2016-01-01,Aveiro,0,0
2016-01-01,Anadia,0,0
2016-01-01,Coimbra,0,0
2016-01-01,São Pedro de Moel,0,0
2016-01-01,Alcobaça,0,0
2016-01-01,Cabo Carvoeiro,0,0
2016-01-01,Santarém,6,1
2016-01-01,Torres Vedras,0,0
2016-01-01,Cabo da Roca,0,0
2016-01-01,Lisboa/Geofísico,0,0
2016-01-01,Lisboa/Ajuda,0,0
2017-01-01,Monção,10,1
2017-01-01,Ponte de Lima,0,0
2017-01-01,Cabril,18,2
2017-01-01,Porto/Pedras Rubras,0,0
2017-01-01,Aveiro,0,0
2017-01-01,Anadia,6,1
2017-01-01,Coimbra,0,0
2017-01-01,São Pedro de Moel,0,0
2017-01-01,Alcobaça,0,0
2017-01-01,Cabo Carvoeiro,0,0
2017-01-01,Santarém,6,1
2017-01-01,Torres Vedras,0,0
2017-01-01,Cabo da Roca,0,0
2017-01-01,Lisboa/Geofísico,0,0
2017-01-01,Lisboa/Ajuda,0,0
2018-01-01,Monção,6,1
2018-01-01,Ponte de Lima,0,0
2018-01-01,Cabril,8,1
2018-01-01,Porto/Pedras Rubras,0,0
2018-01-01,Aveiro,0,0
2018-01-01,Anadia,0,0
2018-01-01,Coimbra,0,0
2018-01-01,São Pedro de Moel,0,0
2018-01-01,Alcobaça,0,0
2018-01-01,Cabo Carvoeiro,0,0
2018-01-01,Santarém,7,1
2018-01-01,Torres Vedras,6,1
2018-01-01,Cabo da Roca,0,0
2018-01-01,Lisboa/Geofísico,6,1
2018-01-01,Lisboa/Ajuda,0,0
2019-01-01,Monção,0,0
2019-01-01,Ponte de Lima,0,0
2019-01-01,Cabril,0,0
2019-01-01,Porto/Pedras Rubras,0,0
2019-01-01,Aveiro,0,0
2019-01-01,Anadia,2,1
2019-01-01,Coimbra,0,0
2019-01-01,São Pedro de Moel,0,0
2019-01-01,Alcobaça,0,0
2019-01-01,Cabo Carvoeiro,0,0
2019-01-01,Santarém,2,1
2019-01-01,Torres Vedras,0,0
2019-01-01,Cabo da Roca,0,0
2019-01-01,Lisboa/Geofísico,2,1
2019-01-01,Lisboa/Ajuda,2,1
2020-01-01,Monção,0,0
2020-01-01,Ponte de Lima,0,0
2020-01-01,Cabril,8,1
2020-01-01,Porto/Pedras Rubras,0,0
2020-01-01,Aveiro,0,0
2020-01-01,Anadia,0,0
2020-01-01,Coimbra,0,0
2020-01-01,São Pedro de Moel,0,0
2020-01-01,Alcobaça,0,0
2020-01-01,Cabo Carvoeiro,0,0
2020-01-01,Santarém,0,0
2020-01-01,Torres Vedras,0,0
2020-01-01,Cabo da Roca,0,0
2020-01-01,Lisboa/Geofísico,0,0
2020-01-01,Lisboa/Ajuda,0,0
2021-01-01,Monção,7,1
2021-01-01,Ponte de Lima,0,0
2021-01-01,Cabril,6,1
2021-01-01,Porto/Pedras Rubras,0,0
2021-01-01,Aveiro,0,0
2021-01-01,Anadia,0,0
2021-01-01,Coimbra,0,0
2021-01-01,São Pedro de Moel,0,0
2021-01-01,Alcobaça,0,0
2021-01-01,Cabo Carvoeiro,0,0
